Chr1:3631-5899	AT1G01010.1
Chr2:16145907-16146857	AT2G38600.1
Chr2:16147113-16149873	AT2G38610.1
Chr2:16150387-16151304	AT2TE72380
Chr2:16151305-16151336	AT2TE72385
Chr2:16152532-16154086	AT2G38620.2
Chr2:16154067-16156579	AT2G38630.1
Chr2:16156760-16157140	AT2TE72410
Chr2:16157604-16158561	AT2G38640.1
Chr2:16160576-16160809	AT2G38646.1
Chr2:16161808-16165775	AT2G38650.1
Chr2:16165958-16168386	AT2G38660.1
Chr2:16168837-16171918	AT2G38670.1
Chr2:16173158-16173614	AT2TE72490
Chr2:16174011-16176080	AT2G38680.1
Chr2:16176631-16177754	AT2G38690.1
Chr2:16177946-16180403	AT2G38695.3
Chr2:16180696-16183946	AT2G38700.1
Chr2:16184369-16187173	AT2G38710.1
Chr2:16187348-16187774	AT2TE72560
Chr2:16188047-16192266	AT2G38720.1
Chr2:16192356-16194103	AT2G38730.1
Chr2:16194327-16196113	AT2G38740.1
Chr2:16196265-16198491	AT2G38750.1
Chr2:16200994-16202669	AT2G38760.1
Chr2:16202963-16210338	AT2G38770.1
Chr2:16210857-16214232	AT2G38780.1
Chr2:16214189-16215264	AT2G38790.1
Chr2:16216999-16219159	AT2G38800.1
Chr2:16219285-16220882	AT2G38810.1
Chr2:16221836-16223662	AT2G38820.2
Chr2:16224072-16225296	AT2G38823.1
Chr2:16225777-16226872	AT2G38830.1
Chr2:16227051-16232456	AT2G38840.1
Chr2:16233315-16235234	AT2G38860.2
Chr2:16236381-16237280	AT2G38870.1
Chr2:16238492-16240754	AT2G38880.8
Chr2:16241189-16242917	AT2G38890.2
Chr2:16243215-16244067	AT2G38900.2
Chr2:16244099-16244503	AT2G38905.1
Chr2:16245214-16247483	AT2G38910.1
Chr2:16248146-16251002	AT2G38920.1
Chr2:16257228-16260225	AT2G38940.1
Chr2:16260853-16265219	AT2G38950.1
Chr2:16265399-16268334	AT2G38960.3
Chr2:16271698-16271739	AT2TE72990
Chr2:16271740-16272336	AT2TE72995
Chr2:16273901-16276872	AT2G38970.1
Chr2:16277009-16279354	AT2G38980
Chr2:16279604-16280349	AT2TE73030
Chr2:16280085-16280392	AT2G38990.1
Chr2:16280583-16281268	AT2TE73035
Chr2:16282120-16284868	AT2G38995.1
Chr2:16286339-16287970	AT2G39000.1
Chr2:16291477-16294034	AT2G39010.1
Chr2:16291840-16291912	AT2TE73080
Chr2:16295315-16296328	AT2G39020.1
Chr2:16298227-16299202	AT2G39030.1
Chr2:16299351-16301227	AT2G39040.1
Chr2:16302103-16302178	AT2TE73130
Chr2:16302179-16303298	AT2TE73135
Chr2:16303299-16303327	AT2TE73140
Chr2:16303328-16303374	AT2TE73145
Chr2:16303403-16305629	AT2G39050.1
Chr2:16306688-16308252	AT2G39060.1
Chr2:16309798-16312541	AT2G39080.1
Chr2:16312691-16317300	AT2G39090.1
Chr2:16317438-16319387	AT2G39100.1
Chr2:16319664-16321685	AT2G39110.1
Chr2:16321794-16322957	AT2G39120.1
Chr2:16322956-16327266	AT2G39130.1
Chr2:16330183-16333360	AT2G39140.1
Chr2:16333490-16334173	AT2G39160.1
Chr2:16334630-16336210	AT2G39170.1
Chr2:16337165-16337596	AT2TE73310
Chr2:16340282-16340360	AT2G39175.1
Chr2:16340933-16348707	AT2TE73320
Chr2:16341762-16342456	AT2TE73325
Chr2:16342457-16342619	AT2TE73330
Chr2:16344151-16346665	AT2G39180.1
Chr2:16347338-16348054	AT2TE73350
Chr2:16349968-16355963	AT2G39190.2
Chr2:16356148-16359813	AT2G39200.1
Chr2:16362241-16363054	AT2TE73420
Chr2:16363055-16363079	AT2TE73425
Chr2:16366157-16368275	AT2G39210.1
Chr2:16369968-16370355	AT2TE73450
Chr2:16370511-16370728	AT2TE73455
Chr2:16370729-16371447	AT2TE73460
Chr2:16371448-16371625	AT2TE73465
Chr2:16374896-16377020	AT2G39220.1
Chr2:16379576-16380843	AT2TE73500
Chr2:16380844-16381037	AT2TE73505
Chr2:16381647-16384250	AT2G39230.1
Chr2:16384786-16387827	AT2G39240.1
Chr2:16388886-16391073	AT2G39250.1
Chr2:16392047-16399680	AT2G39260.1
Chr2:16399972-16401671	AT2G39270.1
Chr2:16401526-16406854	AT2G39280.2
Chr2:16407239-16409123	AT2G39290.1
Chr2:16410109-16413484	AT2G39300.1
Chr2:16414073-16416815	AT2G39310.1
Chr2:16417477-16418517	AT2G39320.1
Chr2:16417618-16417863	AT2TE73690
Chr2:16419596-16421852	AT2G39330.1
Chr2:16423639-16430108	AT2G39340.1
Chr2:16430085-16432557	AT2G39350.1
Chr2:16437472-16440154	AT2G39360.1
Chr2:16444130-16445266	AT2G39370.1
Chr2:16447006-16449083	AT2G39380.1
Chr2:16450660-16451878	AT2G39390.1
Chr2:16452612-16454801	AT2G39400.1
Chr2:16455569-16458217	AT2G39410.2
Chr2:16458607-16458966	AT2G39415.1
Chr2:16460364-16463061	AT2G39420.1
Chr2:16463347-16464531	AT2G39430.1
Chr2:16464718-16466871	AT2G39435.1
Chr2:16467347-16467949	AT2TE73940
Chr2:16467855-16469628	AT2G39440.1
Chr2:16470025-16471246	AT2G39445.1
Chr2:16471632-16473818	AT2G39450.1
Chr2:16474923-16476108	AT2G39460.1
Chr2:16476216-16477843	AT2G39470.1
Chr2:16477792-16485039	AT2G39480.1
Chr2:16486902-16488645	AT2G39490.1
Chr2:16489073-16489588	AT2G39500.1
Chr2:16491143-16493151	AT2G39510.1
Chr2:16495875-16496995	AT2G39518.1
Chr2:16496813-16497621	AT2G39520.1
Chr2:16498486-16499471	AT2G39530.1
Chr2:16500866-16501241	AT2G39540.1
Chr2:16501623-16504304	AT2G39550.1
Chr2:16504846-16506008	AT2G39560.1
Chr2:16507896-16510198	AT2G39570.1
Chr2:16510425-16517073	AT2G39580.1
Chr2:16517588-16518265	AT2G39590.1
Chr2:16518564-16518635	AT2G39600.1
Chr2:16518769-16518840	AT2G39610.1
Chr2:16518968-16521478	AT2G39620.1
Chr2:16521744-16524687	AT2G39630.1
Chr2:16524810-16525171	AT2TE74230
Chr2:16525086-16527012	AT2G39640.1
Chr2:16527792-16529407	AT2G39650.1
Chr2:16531688-16533931	AT2G39660.1
Chr2:16534233-16537318	AT2G39670.2
Chr2:16537288-16538277	AT2G39675.1
Chr2:16539384-16540417	AT2G39681.1
Chr2:16541084-16543338	AT2G39690.1
Chr2:16543832-16545584	AT2G39700.1
Chr2:16556856-16557577	AT2G39705.1
Chr2:16557805-16558800	AT2TE74400
Chr2:16560516-16560782	AT2TE74405
Chr2:16561788-16563380	AT2G39710.1
Chr2:16567209-16568822	AT2G39720.1
Chr2:16569469-16570549	AT2G39725.1
Chr2:16570746-16573548	AT2G39730.1
Chr2:16574501-16574718	AT2TE74470
Chr2:16574721-16575666	AT2TE74475
Chr2:16575667-16575717	AT2TE74480
Chr2:16575752-16579120	AT2G39740.1
Chr2:16578824-16582404	AT2G39750.1
Chr2:16583073-16586252	AT2G39760.1
Chr2:16588702-16590985	AT2G39770.1
Chr2:16591222-16593775	AT2G39780.1
Chr2:16594037-16594516	AT2G39782.1
Chr2:16594833-16595800	AT2G39790.1
Chr2:16596987-16598162	AT2G39795.1
Chr2:16598164-16603319	AT2G39800.1
Chr2:16609915-16612554	AT2G39805.2
Chr2:16612800-16618057	AT2G39810.1
Chr2:16618277-16619689	AT2G39820.1
Chr2:16619762-16623791	AT2G39830.1
Chr2:16623793-16623979	AT2TE74720
Chr2:16625761-16626817	AT2TE74725
Chr2:16627258-16629289	AT2G39840.1
Chr2:16630473-16634253	AT2G39850.1
Chr2:16634519-16635568	AT2G39851.1
Chr2:16637677-16639304	AT2G39855.1
Chr2:16639780-16639851	AT2G39860.1
Chr2:16641761-16641907	AT2G39865.1
Chr2:16643381-16645377	AT2G39870.1
Chr2:16647945-16649479	AT2G39880.1
Chr2:16652101-16652233	AT2G39885.1
Chr2:16655679-16658331	AT2G39890.1
Chr2:16658656-16660437	AT2G39900.1
Chr2:16660596-16663048	AT2G39910.1
Chr2:16663017-16664539	AT2G39920.1
Chr2:16665000-16665105	AT2TE74910
Chr2:16666023-16672494	AT2G39930.1
Chr2:16672493-16675748	AT2G39940.1
Chr2:16676542-16680489	AT2G39950.1
Chr2:16681474-16683640	AT2G39960.1
Chr2:16683832-16686709	AT2G39970.1
Chr2:16687673-16689956	AT2G39980.1
Chr2:16687871-16688248	AT2G39975.1
Chr2:16698092-16700012	AT2G39990.1
Chr2:16700510-16702028	AT2G40000.1
Chr2:16704063-16704954	AT2G40004.1
Chr2:16708056-16709436	AT2G40008.1
Chr2:16708379-16710448	AT2G40010.1
Chr2:16710979-16713018	AT2G40020.3
Chr2:16714494-16723583	AT2G40030.1
Chr2:16723881-16725774	AT2G40050.1
Chr2:16726484-16728185	AT2G40060.1
Chr2:16728194-16731606	AT2G40070.1
Chr2:16734294-16734912	AT2G40080.1
Chr2:16735002-16735115	AT2G40081.1
Chr2:16736461-16737259	AT2G40085.1
Chr2:16737466-16740370	AT2G40090.1
Chr2:16740602-16740922	AT2TE75290
Chr2:16742714-16742984	AT2TE75295
Chr2:16743023-16745144	AT2G40095.1
Chr2:16745803-16747400	AT2G40100.1
Chr2:16747940-16749545	AT2G40110.1
Chr2:16750035-16751084	AT2G40113.1
Chr2:16751243-16751343	AT2TE75330
Chr2:16751714-16754535	AT2G40116.1
Chr2:16754939-16757592	AT2G40120.1
Chr2:16765920-16769268	AT2G40130.2
Chr2:16769464-16769644	AT2TE75420
Chr2:16772073-16774657	AT2G40140.1
Chr2:16775442-16777243	AT2G40150.1
Chr2:16777390-16779408	AT2G40160.2
Chr2:16779552-16780258	AT2G40170.1
Chr2:16782522-16784147	AT2G40180.1
Chr2:16782783-16782932	AT2TE75490
Chr2:16785194-16787530	AT2G40190.1
Chr2:16791098-16792090	AT2G40200.1
Chr2:16792317-16792531	AT2G40205.1
Chr2:16793213-16794328	AT2G40210.1
Chr2:16794357-16795209	AT2TE75550
Chr2:16795210-16795251	AT2TE75555
Chr2:16796599-16797585	AT2G40220.1
Chr2:16797544-16797664	AT2TE75565
Chr2:16797665-16797695	AT2TE75570
Chr2:16803092-16804741	AT2G40230.1
Chr2:16807047-16807208	AT2G40233.1
Chr2:16811026-16812228	AT2G40240.1
Chr2:16813330-16815251	AT2G40250.1
Chr2:16814293-16814413	AT2TE75650
Chr2:16814414-16814644	AT2TE75655
Chr2:16816818-16818473	AT2G40260.1
Chr2:16821934-16824506	AT2G40270.1
Chr2:16825500-16828398	AT2G40280.1
Chr2:16828766-16831054	AT2G40290.1
Chr2:16831293-16833280	AT2G40300.1
Chr2:16834065-16835711	AT2G40310.1
Chr2:16836210-16839189	AT2G40316.1
Chr2:16840147-16842282	AT2G40320.1
Chr2:16842523-16842858	AT2TE75790
Chr2:16844864-16845934	AT2G40330.1
Chr2:16848438-16850487	AT2G40340.1
Chr2:16851595-16852068	AT2G40350.1
Chr2:16852880-16856690	AT2G40360.1
Chr2:16858166-16860606	AT2G40370.1
Chr2:16864495-16865442	AT2G40380.1
Chr2:16867293-16869089	AT2G40390.1
Chr2:16869334-16872757	AT2G40400.1
Chr2:16873399-16875396	AT2G40410.2
Chr2:16875598-16877147	AT2TE75960
Chr2:16877223-16879214	AT2G40420.1
Chr2:16879216-16882427	AT2G40430.2
Chr2:16883456-16884171	AT2TE75990
Chr2:16886824-16888638	AT2G40435.1
Chr2:16889212-16891292	AT2G40440.1
Chr2:16892024-16892790	AT2G40450.1
Chr2:16896907-16901280	AT2G40460.1
Chr2:16902304-16903652	AT2G40470.1
Chr2:16906911-16908128	AT2G40475.1
Chr2:16910364-16912592	AT2G40480.1
Chr2:16912845-16915177	AT2G40490.1
Chr2:16916330-16917217	AT2G40500.1
Chr2:16917366-16917524	AT2TE76160
Chr2:16918433-16919888	AT2G40510.1
Chr2:16920991-16921448	AT2TE76170
Chr2:16921594-16921726	AT2TE76175
Chr2:16923068-16925914	AT2G40520.1
Chr2:16927502-16928208	AT2G40530.1
Chr2:16929924-16930616	AT2TE76210
Chr2:16930864-16934588	AT2G40540.1
Chr2:16934834-16938201	AT2G40550.1
Chr2:16938705-16939616	AT2G40560.1
Chr2:16939651-16939745	AT2TE76260
Chr2:16939746-16940791	AT2TE76265
Chr2:16940792-16940822	AT2TE76270
Chr2:16940835-16943492	AT2G40570.1
Chr2:16943864-16945003	AT2G40580.1
Chr2:16945045-16946419	AT2G40590.1
Chr2:16946870-16948561	AT2G40600.1
Chr2:16948863-16950557	AT2G40610.1
Chr2:16953055-16953396	AT2TE76330
Chr2:16954541-16956978	AT2G40620.1
Chr2:16957051-16958075	AT2TE76340
Chr2:16958146-16961144	AT2G40630.1
Chr2:16961140-16963205	AT2G40640.1
Chr2:16963319-16965752	AT2G40650.1
Chr2:16965933-16969035	AT2G40660.1
Chr2:16970230-16971234	AT2G40670.2
Chr2:16972602-16972709	AT2TE76410
Chr2:16972710-16972742	AT2TE76415
Chr2:16972743-16973832	AT2TE76420
Chr2:16972829-16973719	AT2G40680.1
Chr2:16973992-16976458	AT2G40690.1
Chr2:16976783-16979558	AT2G40700.1
Chr2:16980943-16981368	AT2G40710.1
Chr2:16981691-16982257	AT2G40711.1
Chr2:16987269-16989851	AT2G40720.1
Chr2:16989836-16996298	AT2G40730.1
Chr2:16997177-16999277	AT2G40740.1
Chr2:16997625-16998030	AT2TE76540
Chr2:17000454-17002468	AT2G40750.1
Chr2:17005214-17005419	AT2TE76580
Chr2:17005420-17006521	AT2TE76585
Chr2:17008174-17008917	AT2G40745.1
Chr2:17008780-17009940	AT2TE76595
Chr2:17010048-17012067	AT2G40760.1
Chr2:17012198-17013325	AT2G40765.1
Chr2:17013269-17021315	AT2G40770.1
Chr2:17021505-17022916	AT2G40780.1
Chr2:17022963-17024270	AT2G40790.1
Chr2:17024391-17026973	AT2G40800.1
Chr2:17028304-17028405	AT2G40802.1
Chr2:17029701-17029899	AT2G40805.1
Chr2:17032464-17034600	AT2G40810.1
Chr2:17034541-17036208	AT2G40815.1
Chr2:17036463-17040063	AT2G40820.1
Chr2:17042676-17044857	AT2G40830.2
Chr2:17044963-17050947	AT2G40840.1
Chr2:17051123-17053292	AT2G40850.1
Chr2:17053568-17057182	AT2G40860.1
Chr2:17057402-17058122	AT2G40880.1
Chr2:17058053-17060652	AT2G40890.1
Chr2:17059412-17059769	AT2TE76840
Chr2:17063122-17065684	AT2G40900.1
Chr2:17069868-17071657	AT2G40910.1
Chr2:17072464-17074164	AT2G40920.1
Chr2:17074905-17076239	AT2G40925.1
Chr2:17076312-17082433	AT2G40930.1
Chr2:17082975-17084347	AT2G40935.1
Chr2:17084356-17087297	AT2G40940.1
Chr2:17087620-17090424	AT2G40950.1
Chr2:17090615-17091060	AT2TE77000
Chr2:17092869-17093069	AT2TE77005
Chr2:17093093-17095132	AT2G40955.1
Chr2:17095130-17095512	AT2TE77015
Chr2:17095522-17097454	AT2G40960.1
Chr2:17097550-17098695	AT2G40970.1
Chr2:17102090-17104802	AT2G40980.1
Chr2:17105097-17106773	AT2G40990.1
Chr2:17109394-17109712	AT2G40995.1
Chr2:17109718-17110681	AT2TE77080
Chr2:17110828-17111207	AT2G41997.1
Chr2:17111445-17112557	AT2G41000.2
Chr2:17113866-17114804	AT2G41010.1
Chr2:17117263-17121119	AT2G41020.1
Chr2:17121376-17123204	AT2G41040.1
Chr2:17123190-17126349	AT2G41050.1
Chr2:17126989-17129563	AT2G41060.1
Chr2:17130788-17132370	AT2G41070.1
Chr2:17132853-17134593	AT2G41080.1
Chr2:17134825-17134929	AT2G41082.1
Chr2:17135721-17136852	AT2G41090.1
Chr2:17138073-17139610	AT2G41100.1
Chr2:17140229-17141393	AT2G41110.2
Chr2:17141275-17142457	AT2G41120.1
Chr2:17143294-17144949	AT2G41130.1
Chr2:17146829-17147730	AT2TE77260
Chr2:17147130-17147653	AT2TE77265
Chr2:17150387-17153690	AT2G41140.1
Chr2:17153847-17155982	AT2G41150.2
Chr2:17156029-17158880	AT2G41160.1
Chr2:17159104-17161136	AT2G41170.1
Chr2:17164795-17165449	AT2G41178.1
Chr2:17165191-17166025	AT2G41180.1
Chr2:17167279-17170407	AT2G41190.1
Chr2:17171625-17173131	AT2G41200.1
Chr2:17173413-17176807	AT2G41210.1
Chr2:17177664-17188751	AT2G41220.1
Chr2:17190093-17190280	AT2TE77480
Chr2:17191028-17191486	AT2G41225.1
Chr2:17191677-17192068	AT2TE77485
Chr2:17194926-17195674	AT2G41230.1
Chr2:17195292-17195915	AT2G41231.1
Chr2:17196651-17196758	AT2G41233.1
Chr2:17198331-17199320	AT2G41240.1
Chr2:17200659-17202618	AT2G41250.1
Chr2:17204491-17204608	AT2TE77540
Chr2:17204609-17205477	AT2TE77545
Chr2:17205478-17205773	AT2TE77550
Chr2:17205774-17206413	AT2TE77555
Chr2:17206510-17207698	AT2G41260.2
Chr2:17207627-17207957	AT2TE77560
Chr2:17207958-17208609	AT2TE77565
Chr2:17208545-17209402	AT2G41270
Chr2:17209697-17210423	AT2G41280.1
Chr2:17210428-17212959	AT2G41290.1
Chr2:17214237-17216292	AT2G41300.1
Chr2:17216814-17217059	AT2TE77600
Chr2:17221933-17224427	AT2G41310.1
Chr2:17225523-17226045	AT2G41312.2
Chr2:17225542-17226693	AT2G41312.1
Chr2:17226948-17228378	AT2G41330.1
Chr2:17229008-17230482	AT2G41340.1
Chr2:17230533-17231037	AT2G41342.1
Chr2:17231341-17233458	AT2G41350.2
Chr2:17234374-17236279	AT2G41360.1
Chr2:17237745-17240440	AT2G41370.1
Chr2:17241260-17242200	AT2TE77720
Chr2:17251941-17253057	AT2G41380.1
Chr2:17253101-17255275	AT2TE77780
Chr2:17255276-17255373	AT2TE77785
Chr2:17255826-17255985	AT2TE77790
Chr2:17256002-17256671	AT2TE77795
Chr2:17256672-17256833	AT2TE77800
Chr2:17257380-17258196	AT2G41390.1
Chr2:17258352-17258612	AT2G41391
Chr2:17259457-17260120	AT2G41400.1
Chr2:17261728-17262884	AT2G41410.1
Chr2:17264402-17265082	AT2G41415.1
Chr2:17266477-17268024	AT2G41420.1
Chr2:17269232-17270542	AT2G41430.1
Chr2:17271172-17274370	AT2G41440.1
Chr2:17274417-17274631	AT2TE77890
Chr2:17274632-17275235	AT2TE77895
Chr2:17275236-17275537	AT2TE77900
Chr2:17275591-17277330	AT2G41445.1
Chr2:17277612-17277925	AT2TE77910
Chr2:17278158-17281830	AT2G41450.1
Chr2:17282899-17285361	AT2G41451.1
Chr2:17285723-17288928	AT2G41460.1
Chr2:17289952-17293749	AT2G41470.1
Chr2:17294453-17294728	AT2G41473.1
Chr2:17295074-17296420	AT2G41475.1
Chr2:17296812-17298731	AT2G41480.1
Chr2:17298836-17299280	AT2TE78020
Chr2:17299281-17299406	AT2TE78025
Chr2:17299407-17301578	AT2TE78030
Chr2:17301695-17304211	AT2G41490.1
Chr2:17304130-17307426	AT2G41500.1
Chr2:17314532-17317003	AT2G41510.1
Chr2:17317485-17323021	AT2G41520.1
Chr2:17323495-17325618	AT2G41530.1
Chr2:17326170-17328902	AT2G41540.1
Chr2:17328970-17331173	AT2G41550.1
Chr2:17332084-17337269	AT2G41560.1
Chr2:17337737-17338993	AT2G41570.1
Chr2:17337767-17342489	AT2TE78210
Chr2:17338957-17339000	AT2TE78215
Chr2:17339804-17343088	AT2G41580.1
Chr2:17342490-17342656	AT2TE78225
Chr2:17343360-17345005	AT2G41590.1
Chr2:17344637-17346737	AT2G41600.5
Chr2:17347157-17348239	AT2G41610.1
Chr2:17347304-17355084	AT2G41620.1
Chr2:17349437-17349574	AT2G41616.1
Chr2:17355331-17357598	AT2G41630.1
Chr2:17360491-17362535	AT2G41640.1
Chr2:17362655-17362821	AT2TE78320
Chr2:17363907-17364434	AT2G41650.1
Chr2:17367822-17369189	AT2G41660.1
Chr2:17374083-17376238	AT2G41670.1
Chr2:17376155-17379055	AT2G41680.1
Chr2:17378888-17379024	AT2TE78400
Chr2:17381723-17382577	AT2G41690.1
Chr2:17383042-17396110	AT2G41700.1
Chr2:17397274-17400081	AT2G41705.1
Chr2:17400022-17403050	AT2G41710.3
Chr2:17403646-17407135	AT2G41720.1
Chr2:17409463-17409937	AT2G41730.1
Chr2:17410495-17410622	AT2TE78560
Chr2:17410715-17417740	AT2G41740.1
Chr2:17417947-17419429	AT2TE78600
Chr2:17417954-17419423	AT2G41745.1
Chr2:17421644-17422522	AT2G41750.1
Chr2:17422770-17424371	AT2G41760.1
Chr2:17424358-17427282	AT2G41770.1
Chr2:17428098-17428812	AT2G41780.1
Chr2:17429294-17436174	AT2G41790.1
Chr2:17436529-17438040	AT2G41800.1
Chr2:17439374-17441350	AT2G41810.1
Chr2:17446744-17450071	AT2G41820.1
Chr2:17450109-17457087	AT2G41830.1
Chr2:17457786-17459568	AT2G41835.1
Chr2:17459788-17461539	AT2G41840.1
Chr2:17461655-17464161	AT2G41850.1
Chr2:17467344-17469786	AT2G41860.1
Chr2:17470866-17472936	AT2G41870.1
Chr2:17474619-17477223	AT2G41880.1
Chr2:17478058-17480352	AT2G41890.1
Chr2:17483665-17485208	AT2TE78930
Chr2:17486161-17486367	AT2TE78935
Chr2:17486368-17487161	AT2TE78940
Chr2:17487163-17489023	AT2TE78945
Chr2:17489026-17489294	AT2TE78950
Chr2:17490405-17493922	AT2G41900.1
Chr2:17495680-17496142	AT2G41905.1
Chr2:17496956-17498077	AT2G41910.1
Chr2:17499404-17500452	AT2G41920.1
Chr2:17501629-17502684	AT2G41930.1
Chr2:17507509-17508616	AT2G41940.1
Chr2:17509069-17512954	AT2G41945.3
Chr2:17513079-17514167	AT2G41950.1
Chr2:17514118-17519293	AT2G41960.1
Chr2:17516285-17516387	AT2TE79090
Chr2:17520379-17522756	AT2G41970.1
Chr2:17523494-17525914	AT2G41980.1
Chr2:17527257-17528937	AT2G41990.1
Chr2:17529243-17530443	AT2G42000.2
Chr2:17531192-17532582	AT2G42005.1
Chr2:17532813-17538400	AT2G42010.1
Chr2:17538703-17538784	AT2G42020.1
Chr2:17538906-17540966	AT2G42030.1
Chr2:17541114-17541788	AT2TE79220
Chr2:17541789-17541848	AT2TE79225
Chr2:17543034-17545230	AT2G42040.1
Chr2:17545764-17546812	AT2TE79235
Chr2:17546140-17546559	AT2G42050.1
Chr2:17548095-17549069	AT2G42060.1
Chr2:17549091-17551175	AT2G42070.1
Chr2:17553240-17555504	AT2G42080.1
Chr2:17555601-17556247	AT2TE79270
Chr2:17556744-17558369	AT2G42090.1
Chr2:17558953-17559748	AT2TE79280
Chr2:17560211-17561945	AT2G42100.1
Chr2:17562152-17562733	AT2G42110.1
Chr2:17563157-17566032	AT2G42120.1
Chr2:17566185-17568144	AT2G42130.4
Chr2:17568677-17569527	AT2G42140.1
Chr2:17572369-17574679	AT2G42150.1
Chr2:17574641-17577463	AT2G42160.1
Chr2:17577714-17580392	AT2G42170.1
Chr2:17580917-17581956	AT2G42180.1
Chr2:17582869-17584194	AT2G42190.1
Chr2:17583627-17583933	AT2TE79400
Chr2:17587407-17589630	AT2G42200.1
Chr2:17590276-17591852	AT2G42210.2
Chr2:17592038-17593500	AT2G42220.1
Chr2:17593411-17596629	AT2G42230.2
Chr2:17596817-17599113	AT2G42240.2
Chr2:17599370-17601825	AT2G42247.1
Chr2:17600075-17601849	AT2G42250.1
Chr2:17601955-17603633	AT2G42260.1
Chr2:17604330-17611333	AT2G42270.1
Chr2:17611185-17613519	AT2G42280.1
Chr2:17616841-17619593	AT2G42290.1
Chr2:17621156-17624841	AT2G42300.1
Chr2:17625212-17625889	AT2G42310.1
Chr2:17627962-17630797	AT2G42320.1
Chr2:17630729-17634299	AT2G42330.1
Chr2:17636323-17637727	AT2G42340.1
Chr2:17637793-17637829	AT2TE79670
Chr2:17637846-17638624	AT2TE79675
Chr2:17638625-17638712	AT2TE79680
Chr2:17639152-17639998	AT2G42350.1
Chr2:17640798-17641790	AT2G42360.1
Chr2:17641784-17645835	AT2G42365.1
Chr2:17641908-17642975	AT2G42365.2
Chr2:17643334-17645533	AT2G42370.1
Chr2:17646900-17648945	AT2G42380.2
Chr2:17650225-17651083	AT2G42388.1
Chr2:17651253-17652588	AT2G42390.1
Chr2:17653138-17654034	AT2G42395.1
Chr2:17654232-17656839	AT2G42400.1
Chr2:17658150-17658794	AT2G42410.1
Chr2:17660778-17660848	AT2G42420.1
Chr2:17661834-17662358	AT2G42425.1
Chr2:17663444-17665295	AT2G42430.1
Chr2:17668701-17669817	AT2G42440.1
Chr2:17672253-17675019	AT2G42450.1
Chr2:17676399-17679293	AT2G42460.1
Chr2:17679414-17679742	AT2TE79890
Chr2:17679887-17685187	AT2G42470.1
Chr2:17685805-17689928	AT2G42480.1
Chr2:17690531-17691018	AT2G42485.1
Chr2:17691407-17695853	AT2G42490.1
Chr2:17697667-17701417	AT2G42500.1
Chr2:17701344-17701422	AT2TE80000
Chr2:17701662-17704618	AT2G42510.2
Chr2:17704832-17708947	AT2G42520.1
Chr2:17709036-17709945	AT2G42530.1
Chr2:17711032-17712092	AT2G42540.2
Chr2:17713196-17714230	AT2G42550.1
Chr2:17714638-17716912	AT2G42560.1
Chr2:17717367-17720080	AT2G42570.1
Chr2:17724744-17725086	AT2TE80120
Chr2:17728715-17731718	AT2G42580.1
Chr2:17731855-17733967	AT2G42590.3
Chr2:17734369-17738973	AT2G42600.2
Chr2:17747917-17750440	AT2G42610.1
Chr2:17756140-17758468	AT2G42620.1
Chr2:17758532-17764111	AT2G42640.1
Chr2:17764715-17765329	AT2TE80320
Chr2:17765480-17766888	AT2G42650.1
Chr2:17766285-17766668	AT2TE80325
Chr2:17767050-17768290	AT2G42660.1
Chr2:17771776-17774647	AT2G42670.2
Chr2:17774903-17776320	AT2G42680.1
Chr2:17776241-17777717	AT2G42690.1
Chr2:17778274-17782187	AT2G42700.2
Chr2:17782308-17785063	AT2G42710.1
Chr2:17785409-17787421	AT2G42720.1
Chr2:17787454-17791582	AT2G42730.1
Chr2:17791729-17793082	AT2G42740.1
Chr2:17793307-17795680	AT2G42750.1
Chr2:17795984-17797231	AT2G42760.1
Chr2:17798285-17800006	AT2G42770.1
Chr2:17798397-17798524	AT2TE80480
Chr2:17800482-17802816	AT2G42780.1
Chr2:17801471-17806049	AT2G42790.1
Chr2:17807942-17809590	AT2G42800.1
Chr2:17811581-17811655	AT2TE80550
Chr2:17811935-17816692	AT2G42810.2
Chr2:17817338-17818545	AT2G42820.1
Chr2:17820255-17824013	AT2G42830.2
Chr2:17823265-17824842	AT2G42835.1
Chr2:17826116-17827536	AT2G42840.1
Chr2:17831655-17833432	AT2G42850.1
Chr2:17833765-17835113	AT2G42860.1
Chr2:17835235-17835637	AT2TE80670
Chr2:17836416-17837250	AT2G42870.1
Chr2:17840388-17844380	AT2G42880.1
Chr2:17845967-17846603	AT2G42885.1
Chr2:17849819-17854553	AT2G42890.1
Chr2:17854557-17855481	AT2G42900.1
Chr2:17856268-17858597	AT2G42910.1
Chr2:17858698-17863466	AT2G42920.1
Chr2:17860868-17861272	AT2G42930.1
Chr2:17862254-17863456	AT2G42940.1
Chr2:17863819-17866487	AT2G42950.1
Chr2:17866686-17867572	AT2G42955.1
Chr2:17868597-17870630	AT2G42960.1
Chr2:17873690-17873762	AT2G42970.1
Chr2:17873947-17874936	AT2G42975.1
Chr2:17875005-17876588	AT2G42980.1
Chr2:17879031-17880563	AT2G42990.1
Chr2:17880615-17882636	AT2G43000.1
Chr2:17886427-17889050	AT2G43010.1
Chr2:17890551-17891496	AT2TE80950
Chr2:17891503-17894635	AT2G43020.1
Chr2:17891504-17894633	AT2G43018.1
Chr2:17894836-17895866	AT2G43030.1
Chr2:17895883-17899374	AT2G43040.1
